feat_0,feat_1,target
0.8591932798242338,3.8809641675006,0
1.1140091416076439,4.982523937905222,0
2.049215528597415,5.332338466378589,0
2.722220668044598,0.7588395606235097,1
1.5768168255511306,5.102558634108691,0
2.830019757298455,-0.3034740124772737,1
1.9375463655295313,0.2580368891757372,1
2.390362642315613,0.7160150929793031,1
1.990321399764276,3.914129171242786,0
3.0736610705151235,1.9274136657235592,1
1.1917855838495792,-0.030172261059342342,1
1.1026368734469538,3.7433565544615672,0
1.8680573873281765,0.813651513923574,1
1.3656652494506787,1.2971579163460667,1
-0.31913791609117137,5.265361788827104,0
2.0591943762291947,1.1100404357612228,1
2.2128660038030707,3.908419077116366,0
1.7268963150303873,1.5634326096456934,1
1.419865903511759,1.9277910000439376,1
2.2770770602211474,1.7742519851206813,1
0.6916227996140911,4.248306919600673,0
2.382393750045101,1.0430476377815998,1
-0.45791285258486836,3.610966255606085,0
1.595901357392744,5.3354226980452735,0
1.8837163911514427,0.4613859928595107,1
2.0654616085995947,1.5267972402543282,1
0.5797724144823899,0.30613879279880174,1
1.251681179897279,4.504350116789634,0
3.0128171956304493,1.1205942906577895,1
1.9346803405715398,-0.009284569096150053,1
2.0303490826855146,0.9984535624072552,1
-0.7747266599291298,3.881112472460787,0
2.7772997852328682,1.43712022399986,1
2.811350931208108,1.055183895886064,1
0.6945298800535813,4.823648629196596,0
1.867524521274633,0.6266481476469481,1
1.9241529364879064,0.711030978827641,1
0.5114233745072327,4.22238610995497,0
1.9828574456387977,1.618477720275912,1
1.693308872949899,1.8697036178719655,1
2.293995436928995,1.3988380333606065,1
2.6767256170192746,-0.6513171377004114,1
0.7003141787501738,3.856286652671603,0
2.0188192519986314,4.66869995124139,0
1.7417815835925197,1.1647112886784194,1
2.092719811004516,0.6418595467764393,1
2.7102145033036518,1.3626291373538175,1
1.8213571287252535,0.636246407999977,1
0.8165502123592935,3.6805482547997688,0
1.4283443786999221,1.2489194030534085,1
1.7906030336891587,1.8243392073241962,1
1.4169981213403022,4.7530378034791525,0
3.289816727132453,-0.7717902464021067,1
0.40706106210182036,4.14511682069095,0
0.7288678544164557,3.1722553953926673,0
1.5386687073302543,5.666784174531453,0
-0.1450151557342807,3.682760668156862,0
1.968714527349861,1.6474378060887043,1
-0.08049304570131399,4.109613353228213,0
2.3128099164364713,5.468498514554801,0
2.9089885166113847,4.72410162524563,0
1.7271153116277063,3.5067898182275563,0
1.209623790987389,0.21012260725777965,1
2.1491213080978477,4.100650035722346,0
1.7248196062338033,4.054847431025655,0
1.4424470807951715,2.529599203989429,0
1.7840138469487958,3.883146801956688,0
0.49380385781063607,2.7589442498977585,0
1.9198309780373513,1.2038205899155834,1
1.1906608203601237,5.003192222586546,0
1.1450207070049907,3.8661021438868417,0
1.4957968808940718,0.15675301372317618,1
1.092505624542167,0.5190532646567234,1
1.4595703956146293,4.86145780330366,0
1.3036672696153095,0.6932592000415414,1
1.7412666014891398,1.9061994597653433,1
1.3684882930069315,4.739604957522187,0
1.6513111581444468,2.1849357530425118,1
0.6817011277349259,0.36036387975013695,1
1.5694748328724786,-0.1130237078705687,1
1.8845341152346196,0.05398303619829903,1
1.088732911420336,3.6369358604776187,0
1.5216212371349682,1.145575777400014,1
2.5022509027670075,1.364154363178962,1
0.7888466202746611,4.453010712084864,0
1.1443099290541983,4.373898913111827,0
1.4917580611338854,4.033584973901871,0
-0.23007805660627834,4.453964735404041,0
2.8827715224108847,3.5227097414609645,0
1.835258938438199,1.232389105063497,1
0.33978241192987324,3.2993956363006474,0
1.9672323042460236,0.5280284174265978,1
1.548448046004211,4.756418257189071,0
1.7824253329098239,0.7717185752857871,1
1.7303904955038631,4.871550101106556,0
3.08050616575123,4.35358722495545,0
2.915343344363608,-0.7120142652388672,1
1.3461698433013747,1.087826878663106,1
2.0631079119494906,-0.4415400126885294,1
1.0680081929987182,3.6884201188620076,0
2.7126185341483993,0.652444756712167,1
-0.048280529013692286,4.864564322605685,0
2.097905716766788,0.5696692608982361,1
2.1748773396204815,1.3765529849672618,1
2.959631247825407,1.16376317476706,1
2.0356779876013773,5.208237088175905,0
2.4320715624119575,0.08237420987178101,1
0.4751646294200391,4.922165117167636,0
2.5635876294507107,2.4439304488084668,1
0.9885310078412479,4.530325362674773,0
1.7105097115851726,2.7237698550900085,0
3.047967764847745,1.3670690365757054,1
2.9080248197716556,0.07250010665927686,1
1.4154455287771441,-0.5840257298700968,1
1.991156323149187,0.002441084896262491,1
0.3583317493096154,3.9218473847841713,0
1.0114577114613248,0.5042624769748462,1
-0.1239554376987324,4.284293461093691,0
2.2549800080091007,3.2844722133422275,0
0.7570294885550959,1.6117797905221716,1
0.2566662189375001,4.986651652376239,0
3.7102117596082174,-0.07444643389141226,1
1.703603741410081,2.28479840552714,1
1.4684139419226412,1.1054094789938989,1
0.9932200956450012,3.9994338747234592,0
1.128438399561969,1.9075100816832598,1
2.5370913741805197,0.6966937314548158,1
1.3664105174361352,4.848973421013524,0
1.8899323969003277,1.063668784288923,1
1.2861514914626246,0.11940845242591946,1
2.4957374456862524,0.14784642945422943,1
1.3518876429432716,4.5870741463784,0
2.37012121987661,2.3020063877647505,1
1.137055496642669,4.398487796346281,0
1.0676368966519532,3.1385860517710396,0
1.3404665317026776,1.0004371732370174,1
2.9307568640548745,0.25088840426981274,1
1.5826698434090005,3.943583411330581,0
-0.4352145609133369,3.926169084086239,0
0.5199705285950817,3.061465956816335,0
2.4275206487502334,1.460228665762558,1
1.5631145425437358,3.8441885229973733,0
0.6819894357593455,1.220328401992066,1
0.6415609279216916,3.4233261039369345,0
0.29861259618129055,4.637734992098196,0
1.25689005391938,4.297027261875354,0
3.2039466757458057,1.3932923877891341,1
2.25188467166935,1.5764980598755844,1
2.5725418872946992,1.3221729819821837,1
2.2688675174575907,0.7885007469265206,1
0.7969071899496878,4.904150664534106,0
0.6401006493297388,3.9375116670789634,0
1.6032937915815415,0.4629302159739976,1
0.42389855236683993,4.304661246500331,0
1.4265902040905445,3.2043509414049733,0
1.5151539359171668,0.6823830102881939,1
2.6492517317012525,1.6050427328245334,1
0.1117720553244117,3.6150755650831474,0
1.530649809668583,3.712457356657728,0
1.4837588852848682,0.8682642547710643,1
2.377983530092191,1.3193170077789917,1
0.9445440336480941,1.0291479679184152,1
1.80445376867869,4.807015343318194,0
1.598299057190999,2.050386547568258,1
1.8005884786848474,0.7344380359974443,1
1.8740852572871027,3.933020680967364,0
2.0184017099527276,0.9486662435116426,1
