feat_0,feat_1,target
0.8611551400350053,-0.574773453576123,0
0.9742101322767002,0.231958463117945,0
0.5262003305941636,0.052783878452365894,1
0.9388487253711291,0.3911544728525211,0
0.7206451423081361,0.7688683561031138,0
-0.9942728926669411,-0.01051697501184181,0
0.9304420314546955,-0.3661949090490035,0
1.004812650356607,0.30849882678287827,0
0.23559867541216184,-0.40572600788548435,1
0.981462454819187,-0.11126481757833566,0
-0.24870319880464273,-0.424847688095248,1
-0.22563956816760497,0.9681088232981925,0
-0.9290074867302188,-0.3420219212534489,0
-0.929875793331595,-0.4186405305565722,0
0.45076535948249025,-0.22207709089925176,1
-0.692071738031357,-0.724600529387067,0
0.07921286491052858,0.5406187020281876,1
0.6703634456120651,0.7823204242509788,0
0.8403094762354606,-0.49615832812148686,0
-1.017083383257422,-0.16366525161450407,0
-0.762632492266127,0.6136335034245164,0
0.5247885576062875,-0.8818396782671866,0
0.04083609377758279,1.0011590279329314,0
-0.3079470523772562,0.3684399236290326,1
-0.48824448435299195,-0.13405279788635505,1
-0.531641383295085,-0.8478401413049935,0
0.5981123065537121,0.8057410113620465,0
-0.6058113494194408,0.7820676489594341,0
-0.5539252118315479,-0.03128852709750721,1
-0.46060551390922494,0.15000746075037621,1
0.9004557408992936,0.44639540084096924,0
0.4621312399041816,0.1244920137560826,1
0.2949086691991301,0.9252852739911422,0
-0.5008980488330952,-0.8663336650659147,0
0.9050148845689246,-0.27179611127098563,0
-0.39015353097668987,-0.2710403987655542,1
-0.09556023125050216,0.4594899803797089,1
0.463104374807987,-0.2554664607804891,1
0.4529413703718338,0.256891590094858,1
-0.10934212017096623,-0.9625488135903628,0
-0.13781162965318128,-0.9862880010040478,0
-0.25517460566934974,-0.4787597153170782,1
-0.38297449845403464,-0.8874670084811747,0
-0.9308252778641242,-0.3097289281583152,0
-0.4823387574892929,0.869192203259252,0
-1.0029150723553484,0.06739790612777032,0
0.984803933282821,-0.012666256466673301,0
-0.4914496890516668,-0.02912217759037284,1
-0.43251284865585354,0.021154835348314572,1
0.33844579830489635,0.3775065123907225,1
0.19721607563544746,-0.48031450787571006,1
-0.9599812689995975,0.04250106374378236,0
-0.7608755536057451,0.6938682089139044,0
-0.6551447290815162,0.7490810492198624,0
0.1677942660591216,0.4942188772885739,1
0.6075057480780008,-0.8242994856231284,0
-0.40960301951177674,-0.8985306006886797,0
-0.19061672481018394,0.519224678253821,1
0.16248445602533365,-0.45769910403339875,1
0.9939307649785095,0.03743945511838622,0
-0.31083671914300226,0.3841059298066138,1
0.4638258580003035,0.8479983624571055,0
-0.945869314784237,0.2730215112309966,0
0.34204087653899096,0.3581162830745076,1
0.8826158145226445,-0.49372176165565707,0
0.5014374323669802,0.09349405934262905,1
-0.9888862646433785,0.289528907172489,0
-0.03352087837095543,0.5502923037067234,1
0.4785084672152643,-0.8961275281230626,0
-0.45238422078446244,-0.8667141769834396,0
-0.9503108276224105,-0.25761746996728274,0
-0.011731188149749447,0.5156529457260178,1
-0.8901766845499741,-0.5433449921655963,0
0.47066336082469096,-0.23348713278491606,1
0.9888824192798491,-0.2601666841031677,0
0.4180360498521536,0.13371993184040928,1
0.31473041406693014,0.9558898219817201,0
0.8900527569684766,0.41117349314706836,0
0.48822874880366685,-0.13232014735316477,1
-0.5166241086382268,-0.016335047383300577,1
0.6364169640390234,-0.8034542069150518,0
0.18790723593151062,-1.0157994814575018,0
-0.8059076531651024,0.5423059923988687,0
0.5490776388477577,0.7807454569348272,0
-0.17659802933221494,-0.4402558955746067,1
0.17197527099569831,-0.9887455796056094,0
-0.4343835323426065,-0.21194419345579354,1
0.38298711923135675,0.945189516184127,0
-0.9681287004520567,-0.052834502756192996,0
0.9982308539740531,-0.20912957096461432,0
-0.05497908299736563,-0.9625165244860178,0
-0.8552333120457797,0.5138053386838876,0
0.47614727204841323,-0.08867187571636076,1
-0.7062283517241369,-0.6624357754125921,0
0.13677510920336666,-0.46966785028098323,1
-0.4543363115131921,-0.09131159159412255,1
0.5137883986323123,0.06289136305257408,1
-0.46853417428186184,-0.15893524073528886,1
-0.5338227638304774,-0.8272374439793645,0
-0.48603595397664656,-0.10110721930590905,1
-0.8225856968993904,0.6703135681739805,0
